Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Parental_Education_Level,Distance_from_Home,study_per_attendance,Exam_Result
19,70,1,1,0,63,0,0,3,0,0,0,0,2,0.2714285714285714,0
22,67,0,1,0,86,0,1,1,0,1,2,0,1,0.3283582089552239,0
24,98,2,1,1,97,1,1,1,1,1,2,1,0,0.24489795918367346,1
18,94,1,2,1,77,0,1,1,1,2,2,1,1,0.19148936170212766,0
21,69,2,2,1,86,1,1,2,0,1,0,0,2,0.30434782608695654,0
20,73,1,1,1,84,1,1,0,1,1,0,2,1,0.273972602739726,0
21,68,1,0,0,100,0,1,0,1,1,2,0,0,0.3088235294117647,0
15,80,0,2,0,90,1,1,4,0,1,2,1,0,0.1875,0
20,61,1,1,0,81,1,1,1,1,0,0,0,1,0.32786885245901637,0
23,87,2,2,0,56,1,1,1,1,2,2,2,1,0.26436781609195403,1
29,81,2,1,0,68,1,1,2,1,1,0,2,2,0.35802469135802467,1
26,96,1,1,1,63,1,0,1,2,1,2,2,2,0.2708333333333333,1
33,67,1,1,1,93,2,1,0,0,2,0,0,0,0.4925373134328358,0
15,92,1,0,1,72,0,1,1,1,1,1,0,2,0.16304347826086957,0
25,92,1,1,0,77,1,1,0,0,1,2,0,2,0.2717391304347826,0
21,65,1,0,1,98,2,0,2,0,1,2,2,2,0.3230769230769231,0
33,76,1,1,1,92,0,1,1,2,1,2,2,2,0.4342105263157895,1
15,67,2,1,1,89,0,1,0,2,2,0,0,1,0.22388059701492538,0
16,71,1,1,0,51,1,1,0,0,1,1,2,0,0.22535211267605634,0
7,82,2,2,1,56,1,1,0,0,1,1,0,0,0.08536585365853659,0
17,76,1,2,0,87,2,1,1,1,2,2,0,2,0.2236842105263158,0
15,98,0,1,1,71,0,1,1,1,1,2,0,2,0.15306122448979592,0
21,65,0,1,0,56,2,1,1,1,1,2,0,1,0.3230769230769231,0
22,99,1,0,1,87,0,1,1,1,1,0,0,1,0.2222222222222222,0
31,69,2,0,1,60,1,1,1,0,1,0,2,2,0.4492753623188406,0
26,91,2,1,1,79,1,1,1,0,1,0,0,2,0.2857142857142857,1
17,74,1,1,1,87,1,1,4,0,0,2,1,2,0.22972972972972974,0
15,66,0,2,0,80,1,0,1,0,1,0,1,2,0.22727272727272727,0
23,94,0,1,0,100,1,0,0,0,1,0,2,2,0.24468085106382978,0
12,72,1,0,1,72,2,1,2,0,2,1,0,1,0.16666666666666666,0
31,86,2,2,1,66,1,1,3,1,1,2,1,1,0.36046511627906974,1
27,83,2,0,0,60,1,1,0,2,0,0,1,1,0.3253012048192771,0
17,79,1,0,1,75,0,1,1,1,2,0,0,2,0.21518987341772153,0
28,89,1,2,1,97,2,1,3,1,0,1,0,2,0.3146067415730337,1
19,64,0,1,0,99,1,1,1,1,1,2,1,2,0.296875,0
27,87,1,1,0,77,1,1,1,0,2,0,0,1,0.3103448275862069,0
10,96,2,2,0,80,1,0,0,1,1,0,0,1,0.10416666666666667,0
16,62,1,1,1,79,0,1,2,1,1,0,0,2,0.25806451612903225,0
20,89,1,1,1,58,1,1,1,1,1,2,0,0,0.2247191011235955,0
17,77,0,2,1,53,1,1,2,2,1,0,1,2,0.22077922077922077,1
24,76,0,2,0,72,2,1,3,1,2,0,0,1,0.3157894736842105,0
14,65,2,1,0,59,0,1,1,2,1,2,2,0,0.2153846153846154,0
19,80,1,1,0,94,1,1,0,1,0,0,1,1,0.2375,0
23,79,1,1,0,81,1,1,1,1,1,0,0,2,0.2911392405063291,0
24,91,1,1,0,52,0,1,0,2,2,0,1,2,0.26373626373626374,0
13,70,2,2,0,81,1,1,2,1,0,2,2,2,0.18571428571428572,0
11,79,1,1,1,81,1,1,1,2,1,0,0,1,0.13924050632911392,0
28,100,2,0,1,72,1,1,1,0,1,1,2,2,0.28,1
22,87,0,1,0,83,0,1,1,0,1,0,1,0,0.25287356321839083,0
16,94,1,1,0,93,0,1,1,0,1,1,2,2,0.1702127659574468,0
29,77,2,0,1,88,0,1,0,1,2,2,1,1,0.37662337662337664,0
27,62,1,2,1,63,0,1,4,2,1,1,0,2,0.43548387096774194,0
20,65,1,0,0,74,0,1,0,1,1,2,1,1,0.3076923076923077,0
32,68,1,0,0,97,2,1,1,0,1,2,0,2,0.47058823529411764,0
31,76,1,2,1,91,1,1,1,0,1,0,2,2,0.40789473684210525,1
19,94,0,1,0,51,1,1,3,1,0,2,2,2,0.20212765957446807,0
26,74,0,0,0,89,0,1,3,2,2,1,0,2,0.35135135135135137,0
24,86,2,2,0,59,1,1,1,0,1,2,0,1,0.27906976744186046,0
28,88,2,1,0,79,1,1,0,1,1,2,0,0,0.3181818181818182,1
14,83,1,1,1,90,1,1,0,0,0,1,1,2,0.1686746987951807,0
24,74,2,1,1,78,1,1,3,0,2,2,1,2,0.32432432432432434,0
26,83,0,0,0,70,2,0,2,1,2,1,0,1,0.3132530120481928,0
9,74,1,2,0,66,0,1,1,2,2,0,0,0,0.12162162162162163,0
13,63,2,1,1,65,1,1,2,2,1,0,0,0,0.20634920634920634,0
8,100,2,1,1,92,1,1,1,1,2,0,2,1,0.08,0
18,65,1,2,1,91,1,0,5,0,1,0,1,2,0.27692307692307694,0
24,63,2,0,1,91,0,1,4,0,1,2,0,2,0.38095238095238093,0
29,95,1,0,0,64,1,1,1,1,2,2,0,2,0.30526315789473685,1
20,72,2,0,1,90,0,1,0,0,2,1,2,2,0.2777777777777778,0
30,86,1,0,1,52,1,1,2,1,1,1,1,1,0.3488372093023256,0
12,73,2,1,0,60,1,1,1,0,1,1,0,1,0.1643835616438356,0
10,76,0,1,1,76,1,1,2,2,2,2,2,1,0.13157894736842105,0
20,70,1,1,0,70,1,1,0,0,1,0,2,2,0.2857142857142857,0
22,74,1,0,1,56,0,1,4,1,2,1,2,1,0.2972972972972973,0
20,76,1,0,0,52,1,1,2,0,2,0,0,2,0.2631578947368421,0
8,89,1,2,1,81,0,1,4,0,1,0,1,2,0.0898876404494382,0
19,80,2,1,1,66,0,1,4,1,1,1,1,2,0.2375,0
12,98,2,1,1,51,1,1,0,1,0,2,2,1,0.12244897959183673,0
24,62,1,1,0,72,2,1,2,0,0,0,0,2,0.3870967741935484,0
22,80,2,1,1,65,1,1,2,2,1,0,0,1,0.275,0
14,83,0,0,1,79,1,1,1,1,0,2,0,2,0.1686746987951807,0
17,97,1,2,0,96,2,1,0,2,1,1,2,2,0.17525773195876287,1
14,62,2,2,1,65,0,1,3,0,1,1,0,0,0.22580645161290322,0
20,83,0,1,0,100,1,1,4,0,1,1,1,2,0.24096385542168675,0
14,70,2,1,1,54,1,0,3,1,1,2,1,2,0.2,0
23,95,1,1,1,86,1,1,3,0,1,2,2,0,0.24210526315789474,1
17,61,1,1,1,87,2,1,5,1,1,0,0,2,0.2786885245901639,0
15,89,1,1,1,71,1,1,1,1,2,2,0,2,0.16853932584269662,0
19,97,2,0,1,64,1,1,2,0,2,2,0,2,0.1958762886597938,1
17,78,1,1,0,98,0,1,2,1,1,2,0,2,0.21794871794871795,0
13,62,0,2,0,99,1,1,4,1,0,2,2,1,0.20967741935483872,0
32,97,1,2,0,82,1,1,1,1,1,0,0,1,0.32989690721649484,1
20,79,2,0,1,87,0,0,2,1,2,0,0,2,0.25316455696202533,0
16,61,1,0,0,91,2,1,2,1,2,0,1,1,0.26229508196721313,0
21,88,2,1,1,90,2,1,2,2,1,0,0,1,0.23863636363636365,1
19,79,1,2,0,100,0,1,1,2,2,2,1,0,0.24050632911392406,0
19,65,1,2,1,91,1,1,1,1,2,2,1,2,0.2923076923076923,0
24,69,0,2,0,83,0,1,3,0,1,0,0,2,0.34782608695652173,0
25,63,2,1,0,69,1,1,0,0,2,1,0,1,0.3968253968253968,0
17,83,0,1,0,80,1,1,4,1,2,1,1,2,0.20481927710843373,0
17,85,1,0,0,94,2,1,4,0,1,2,1,2,0.2,0
6,93,1,1,0,52,2,1,0,1,1,0,1,2,0.06451612903225806,0
11,94,1,0,1,66,2,0,1,2,0,0,0,2,0.11702127659574468,0
28,85,1,2,1,98,1,1,2,0,2,2,0,2,0.32941176470588235,1
30,61,0,2,1,90,1,1,2,0,2,1,0,1,0.4918032786885246,0
19,88,1,0,0,59,1,1,2,0,1,0,1,2,0.2159090909090909,0
23,77,2,2,1,51,1,1,1,0,0,2,1,1,0.2987012987012987,0
22,83,1,1,1,83,2,1,1,2,1,1,2,1,0.26506024096385544,0
38,86,0,2,1,79,0,1,3,0,1,1,0,2,0.4418604651162791,1
27,74,1,2,0,54,1,1,3,1,1,0,1,2,0.36486486486486486,0
19,97,1,0,0,98,1,1,1,0,1,0,0,2,0.1958762886597938,0
14,65,0,1,1,81,1,1,1,0,1,2,0,1,0.2153846153846154,0
10,87,1,0,1,83,1,0,0,0,1,2,0,2,0.11494252873563218,0
21,60,1,2,1,93,0,1,0,0,1,2,0,0,0.35,0
15,97,0,1,1,67,1,1,1,0,2,0,1,2,0.15463917525773196,0
11,65,1,2,0,78,1,1,2,0,1,0,2,2,0.16923076923076924,0
16,64,2,1,1,79,1,1,3,1,1,2,2,2,0.25,0
14,73,2,1,1,98,1,1,2,0,1,1,0,1,0.1917808219178082,0
30,75,2,2,0,57,2,1,0,0,1,0,1,2,0.4,0
25,69,1,1,1,88,2,1,0,0,1,1,1,2,0.36231884057971014,0
20,83,0,0,0,79,0,0,2,1,1,2,2,1,0.24096385542168675,0
29,78,2,1,0,92,1,1,2,0,1,1,0,2,0.3717948717948718,0
20,61,0,0,1,92,1,1,0,1,1,1,0,2,0.32786885245901637,0
15,73,1,0,1,51,1,1,2,0,2,1,0,1,0.2054794520547945,0
29,92,1,1,1,63,2,1,1,0,2,1,0,1,0.31521739130434784,1
23,88,0,1,1,59,1,1,1,1,1,1,0,2,0.26136363636363635,0
14,89,2,2,1,73,1,1,2,1,2,1,1,2,0.15730337078651685,0
19,88,2,1,0,95,1,1,2,0,1,1,1,1,0.2159090909090909,0
15,72,2,2,0,50,1,1,2,1,1,0,0,2,0.20833333333333334,0
12,64,2,0,1,74,2,1,0,1,1,2,0,1,0.1875,0
26,71,1,0,0,94,0,1,3,0,1,2,2,2,0.36619718309859156,0
31,93,2,0,1,96,1,1,2,0,1,2,0,2,0.3333333333333333,1
12,99,1,1,0,83,0,1,1,1,1,1,0,2,0.12121212121212122,0
23,80,1,1,1,91,0,1,5,2,1,1,0,2,0.2875,0
16,60,0,1,1,66,0,1,1,2,2,0,0,1,0.26666666666666666,0
17,66,2,2,0,64,0,1,0,1,2,0,1,2,0.25757575757575757,0
16,73,2,1,1,52,1,1,2,1,2,2,1,2,0.2191780821917808,0
15,83,0,0,1,75,1,1,1,1,1,0,0,0,0.18072289156626506,0
20,63,0,0,1,73,0,1,0,2,1,0,1,2,0.31746031746031744,0
15,98,0,2,1,69,0,1,2,0,1,0,0,1,0.15306122448979592,0
22,75,1,1,0,56,0,1,3,1,1,2,0,0,0.29333333333333333,0
20,97,1,2,0,62,1,1,1,1,1,0,0,0,0.20618556701030927,0
19,91,2,0,1,60,1,1,2,0,1,0,0,1,0.2087912087912088,0
15,90,1,0,1,97,0,1,2,2,2,2,0,2,0.16666666666666666,0
17,84,1,0,1,98,2,1,1,0,2,0,1,0,0.20238095238095238,0
25,85,2,2,0,50,2,1,1,2,1,0,1,1,0.29411764705882354,0
23,86,1,1,1,59,0,1,1,0,1,0,2,1,0.26744186046511625,0
14,85,1,1,0,94,0,1,0,2,1,2,1,2,0.16470588235294117,0
21,82,2,1,0,52,1,1,4,0,1,0,0,0,0.25609756097560976,0
25,99,2,1,1,97,2,1,0,1,1,2,1,1,0.25252525252525254,1
10,89,0,0,1,69,0,1,3,0,1,1,1,1,0.11235955056179775,0
23,91,0,1,0,77,2,1,1,0,1,2,0,2,0.25274725274725274,0
16,95,1,0,1,88,0,1,2,2,2,2,0,2,0.16842105263157894,0
23,69,1,2,1,62,1,1,1,1,1,0,0,0,0.3333333333333333,0
15,63,1,0,0,55,0,1,0,1,0,0,1,2,0.23809523809523808,0
9,79,1,0,0,90,2,1,1,2,0,0,0,2,0.11392405063291139,0
10,81,2,1,1,99,1,0,2,1,1,2,2,1,0.12345679012345678,0
20,93,0,2,1,83,1,1,0,1,1,1,0,2,0.21505376344086022,0
22,78,1,1,1,91,0,1,0,1,2,1,2,2,0.28205128205128205,0
15,83,1,1,0,97,1,1,2,0,2,0,0,2,0.18072289156626506,1
24,81,1,0,0,61,1,1,1,0,0,2,1,2,0.2962962962962963,0
10,62,1,0,0,68,2,1,3,1,1,0,2,2,0.16129032258064516,0
20,85,2,1,0,61,2,1,2,2,1,2,1,2,0.23529411764705882,0
13,93,0,0,1,53,2,1,1,1,0,2,2,2,0.13978494623655913,0
16,66,0,1,1,87,2,1,3,1,1,2,0,1,0.24242424242424243,0
20,84,1,2,1,57,2,1,2,1,1,2,0,0,0.23809523809523808,0
15,84,1,2,0,55,0,1,1,1,1,1,0,2,0.17857142857142858,0
18,67,0,0,1,68,0,1,2,0,2,1,2,2,0.26865671641791045,0
26,65,0,1,0,53,0,1,3,2,1,2,0,2,0.4,0
17,99,1,2,0,59,1,1,0,1,1,0,0,1,0.1717171717171717,0
25,76,1,2,0,53,2,1,1,2,2,2,0,0,0.32894736842105265,0
13,69,2,0,0,94,1,1,3,0,0,2,0,2,0.18840579710144928,0
23,67,1,1,1,89,1,1,2,0,2,0,0,2,0.34328358208955223,0
29,87,1,2,1,93,2,1,1,0,1,0,0,1,0.3333333333333333,1
5,84,1,1,1,93,2,1,4,2,2,2,1,1,0.05952380952380952,0
15,86,1,2,1,97,1,1,4,2,1,2,0,2,0.1744186046511628,1
23,64,1,1,1,59,2,1,3,1,1,2,0,1,0.359375,0
19,96,1,0,1,95,0,0,2,1,0,0,0,1,0.19791666666666666,0
22,76,1,0,0,76,1,1,2,0,2,0,0,0,0.2894736842105263,0
16,73,2,0,1,58,1,1,1,1,1,0,0,2,0.2191780821917808,0
21,78,1,0,0,83,1,1,2,1,1,2,0,0,0.2692307692307692,0
19,76,2,2,1,66,0,1,0,0,2,1,0,2,0.25,0
27,95,2,1,0,52,2,1,3,1,2,1,1,1,0.28421052631578947,1
22,97,1,2,1,54,1,1,1,0,2,2,2,2,0.2268041237113402,1
22,72,0,1,1,71,1,1,1,1,1,1,1,2,0.3055555555555556,0
18,95,1,1,1,91,0,1,0,0,1,2,2,1,0.18947368421052632,0
17,91,1,1,0,66,2,1,1,2,1,2,0,2,0.18681318681318682,0
17,97,1,2,1,88,1,0,0,1,1,2,0,2,0.17525773195876287,0
22,70,0,1,0,53,0,1,1,0,1,2,0,2,0.3142857142857143,1
17,83,2,1,0,70,0,1,3,0,1,0,2,2,0.20481927710843373,0
22,71,0,2,1,56,2,1,1,0,2,0,1,2,0.30985915492957744,1
32,93,1,1,1,93,2,1,1,1,2,1,2,0,0.34408602150537637,1
25,60,0,2,0,98,1,1,1,1,1,0,2,2,0.4166666666666667,0
18,83,1,2,1,66,1,1,0,2,1,2,2,2,0.21686746987951808,0
27,74,2,1,0,99,2,0,3,1,1,2,0,2,0.36486486486486486,1
18,73,1,0,1,88,1,1,1,1,1,2,1,2,0.2465753424657534,0
8,86,1,2,0,50,2,1,1,1,1,2,1,2,0.09302325581395349,0
14,94,2,1,0,74,1,1,1,2,1,2,1,2,0.14893617021276595,0
9,84,2,0,0,92,2,1,1,0,2,1,2,2,0.10714285714285714,0
18,94,2,1,1,77,1,1,3,1,2,2,2,2,0.19148936170212766,1
30,81,1,2,0,72,0,1,0,0,1,0,0,1,0.37037037037037035,0
22,78,1,2,1,70,1,1,2,0,1,2,1,2,0.28205128205128205,0
19,60,1,2,0,51,1,1,0,1,1,2,1,2,0.31666666666666665,0
25,82,1,2,1,81,1,1,2,1,1,0,2,1,0.3048780487804878,1
7,86,1,0,0,88,1,1,2,0,1,1,1,2,0.08139534883720931,0
21,84,2,2,0,90,1,1,2,1,0,0,0,0,0.25,0
25,89,1,1,1,81,2,1,3,1,1,1,1,2,0.2808988764044944,1
11,83,2,0,1,67,1,1,1,1,1,2,2,2,0.13253012048192772,0
27,63,1,2,0,51,0,1,0,0,1,2,2,1,0.42857142857142855,0
22,65,1,1,1,95,0,1,3,0,1,2,0,1,0.3384615384615385,0
18,84,1,2,0,71,1,1,4,1,0,2,0,2,0.21428571428571427,0
24,71,1,0,0,80,1,1,2,1,2,2,0,2,0.3380281690140845,0
34,63,1,2,1,60,0,1,1,1,1,1,0,2,0.5396825396825397,0
21,77,1,0,1,57,1,1,4,0,1,1,0,0,0.2727272727272727,0
21,82,0,0,1,54,2,1,3,0,1,1,1,1,0.25609756097560976,0
17,73,2,1,0,90,2,1,1,0,1,2,0,2,0.2328767123287671,0
15,89,0,1,1,82,0,1,1,1,1,0,1,2,0.16853932584269662,0
25,86,1,1,1,81,0,1,1,2,0,2,0,2,0.29069767441860467,0
20,90,1,1,1,58,2,1,1,2,2,0,0,2,0.2222222222222222,0
17,86,2,1,1,59,0,1,3,0,1,2,2,1,0.19767441860465115,0
26,60,1,1,1,94,2,1,3,2,1,2,0,1,0.43333333333333335,0
17,88,1,1,1,94,1,1,5,1,1,0,1,2,0.19318181818181818,0
18,75,2,1,1,80,1,1,2,0,2,0,0,2,0.24,0
14,98,2,2,1,83,1,0,3,0,1,2,1,2,0.14285714285714285,1
17,93,2,0,0,95,1,1,1,0,1,0,0,2,0.1827956989247312,0
22,84,2,1,0,81,1,1,1,1,0,2,0,1,0.2619047619047619,0
25,70,0,1,1,61,0,0,3,0,1,2,1,1,0.35714285714285715,0
14,68,0,1,1,85,1,1,2,1,1,0,0,2,0.20588235294117646,0
25,74,2,2,1,88,1,1,3,1,2,0,0,2,0.33783783783783783,0
28,79,2,1,1,82,1,1,0,1,1,2,0,2,0.35443037974683544,0
22,72,2,1,1,64,0,1,1,1,1,1,1,2,0.3055555555555556,0
31,81,1,1,0,70,0,1,1,0,1,0,2,2,0.38271604938271603,0
15,67,1,2,1,74,2,1,0,2,1,2,2,2,0.22388059701492538,0
13,99,1,1,1,57,1,1,1,0,1,1,1,2,0.13131313131313133,0
9,64,1,1,0,73,1,1,1,1,1,2,1,2,0.140625,0
29,97,1,1,0,58,1,1,1,2,1,1,1,1,0.29896907216494845,1
24,97,2,0,0,75,0,1,1,1,1,1,0,1,0.24742268041237114,0
22,89,1,2,1,97,1,1,2,1,1,0,0,2,0.24719101123595505,1
13,77,1,1,1,62,1,1,1,2,1,0,1,1,0.16883116883116883,0
35,85,1,2,1,73,2,1,1,2,1,1,0,1,0.4117647058823529,1
21,74,1,0,1,52,0,1,1,2,1,1,0,0,0.28378378378378377,0
21,72,2,1,0,60,0,1,0,0,1,0,2,2,0.2916666666666667,0
24,83,0,2,0,85,0,1,1,0,2,0,0,1,0.2891566265060241,0
21,83,2,1,1,81,0,1,3,2,1,1,2,1,0.25301204819277107,1
15,71,1,2,0,50,0,1,1,1,1,0,2,2,0.2112676056338028,0
23,75,0,2,1,73,0,1,1,0,1,2,0,1,0.30666666666666664,0
31,63,1,2,0,86,0,1,0,2,1,0,2,1,0.49206349206349204,0
28,62,1,2,0,96,1,1,4,1,2,2,0,2,0.45161290322580644,0
17,63,1,1,0,92,1,1,2,0,1,1,0,2,0.2698412698412698,0
14,64,2,2,1,90,0,1,0,0,2,1,0,2,0.21875,0
19,93,1,2,0,65,1,1,0,1,2,0,0,2,0.20430107526881722,0
20,62,0,1,1,94,2,1,3,1,1,0,2,2,0.3225806451612903,0
27,86,1,1,1,82,0,1,2,0,1,2,0,1,0.313953488372093,0
10,71,1,1,1,55,2,1,2,0,2,2,1,2,0.14084507042253522,0
29,95,0,1,1,97,1,1,0,1,1,2,1,1,0.30526315789473685,1
19,79,2,1,1,59,0,1,1,1,1,0,1,1,0.24050632911392406,0
17,72,1,2,1,74,0,1,2,2,1,2,2,0,0.2361111111111111,0
14,81,1,1,1,73,0,0,1,2,1,2,0,1,0.1728395061728395,0
10,75,2,1,0,81,1,1,3,0,2,1,0,2,0.13333333333333333,0
25,83,1,1,1,83,1,1,2,0,1,0,0,1,0.30120481927710846,0
20,65,1,0,1,62,2,1,0,1,1,0,2,2,0.3076923076923077,1
12,100,1,1,1,68,1,1,2,0,1,0,1,0,0.12,0
12,77,1,1,1,57,1,1,2,0,2,1,1,1,0.15584415584415584,0
18,74,1,1,0,56,1,1,1,1,1,2,1,1,0.24324324324324326,0
30,88,1,1,0,91,1,1,3,1,0,2,0,2,0.3409090909090909,1
18,75,1,1,1,88,0,1,2,1,2,1,2,2,0.24,0
11,93,1,1,1,72,0,1,2,0,1,1,1,1,0.11827956989247312,0
19,78,2,2,0,55,1,1,0,1,1,0,0,1,0.24358974358974358,0
18,89,1,2,1,72,0,1,4,1,0,0,0,2,0.20224719101123595,0
4,64,1,2,1,65,1,1,1,1,2,1,0,0,0.0625,0
20,94,1,1,0,89,1,1,0,0,1,0,0,2,0.2127659574468085,0
19,89,1,1,0,55,1,1,1,0,1,0,2,1,0.21348314606741572,0
24,68,1,1,1,73,0,1,1,1,1,0,0,1,0.35294117647058826,0
31,66,0,2,1,80,0,1,0,0,0,1,0,2,0.4696969696969697,0
27,73,1,1,0,99,0,1,1,0,1,2,1,2,0.3698630136986301,0
18,99,1,2,1,54,0,1,0,1,1,2,2,1,0.18181818181818182,0
13,70,1,1,0,56,1,1,2,1,2,0,0,2,0.18571428571428572,0
35,78,2,0,1,99,1,1,1,0,1,2,0,2,0.44871794871794873,1
20,61,1,0,1,70,0,1,1,1,1,2,0,1,0.32786885245901637,0
20,76,2,2,1,87,0,1,1,0,1,1,2,1,0.2631578947368421,0
20,83,2,1,0,89,1,1,3,0,2,1,0,2,0.24096385542168675,0
21,98,2,1,0,66,0,1,3,2,2,2,0,2,0.21428571428571427,1
19,81,2,2,0,61,0,1,3,1,1,1,2,2,0.2345679012345679,0
17,93,1,1,1,64,1,1,1,1,1,0,0,1,0.1827956989247312,0
17,82,1,0,0,88,0,1,2,0,0,0,2,2,0.2073170731707317,0
20,62,0,0,0,92,2,1,2,1,1,2,2,1,0.3225806451612903,0
17,73,2,1,1,85,1,1,2,0,1,2,0,1,0.2328767123287671,0
16,83,1,1,0,72,1,1,1,0,2,2,1,2,0.1927710843373494,0
21,98,1,2,0,63,0,1,0,0,2,0,2,2,0.21428571428571427,0
18,94,1,1,0,71,0,1,2,2,1,0,2,0,0.19148936170212766,0
29,69,1,2,0,96,0,1,1,2,1,2,0,2,0.42028985507246375,0
4,69,1,0,0,93,0,0,2,1,2,1,0,1,0.057971014492753624,0
27,68,1,1,0,66,1,1,3,2,1,2,0,0,0.39705882352941174,0
8,94,2,0,0,89,2,1,0,1,1,0,0,2,0.0851063829787234,0
18,91,2,2,1,71,2,1,0,1,1,0,0,2,0.1978021978021978,0
18,76,2,2,0,79,1,1,1,1,1,2,2,0,0.23684210526315788,0
12,80,0,0,0,71,2,1,1,0,0,2,0,1,0.15,0
15,79,2,1,0,62,0,1,1,0,0,2,1,2,0.189873417721519,0
13,70,1,1,0,59,1,1,0,1,2,2,2,2,0.18571428571428572,0
31,80,2,2,1,57,0,1,1,1,2,2,0,2,0.3875,1
26,61,0,1,1,51,2,1,0,0,1,0,0,1,0.4262295081967213,0
28,65,1,1,1,64,1,1,6,1,2,0,2,2,0.4307692307692308,0
24,95,2,0,1,59,1,1,2,0,2,1,1,1,0.25263157894736843,0
13,90,1,1,0,63,1,1,0,0,1,0,0,1,0.14444444444444443,0
17,77,1,1,1,54,0,1,3,0,1,0,0,1,0.22077922077922077,0
24,90,1,1,1,97,0,1,1,2,2,2,0,2,0.26666666666666666,1
19,91,1,0,0,67,1,1,0,1,1,1,1,2,0.2087912087912088,0
18,91,1,1,0,52,1,1,2,1,1,1,0,1,0.1978021978021978,0
24,89,1,2,1,68,1,1,0,0,2,2,2,2,0.2696629213483146,1
23,68,0,0,0,91,1,1,5,0,1,1,2,2,0.3382352941176471,0
18,74,1,0,1,67,2,1,2,0,2,0,0,2,0.24324324324324326,0
27,79,1,0,0,65,0,1,0,1,1,1,1,2,0.34177215189873417,0
14,73,1,0,1,96,0,1,1,0,1,1,0,1,0.1917808219178082,0
24,90,1,1,0,65,1,1,4,0,1,0,0,1,0.26666666666666666,0
24,73,1,1,1,99,1,1,3,1,2,0,0,2,0.3287671232876712,0
18,66,2,1,0,92,1,1,2,0,1,0,0,1,0.2727272727272727,0
22,76,2,1,1,84,2,1,2,1,2,0,0,2,0.2894736842105263,0
12,99,2,2,1,80,1,0,0,2,1,2,0,1,0.12121212121212122,0
26,69,1,1,1,61,1,1,1,2,2,2,1,2,0.37681159420289856,0
19,84,1,2,1,87,0,1,2,0,2,2,0,1,0.2261904761904762,0
17,77,0,1,0,67,0,1,0,0,2,0,0,2,0.22077922077922077,0
26,63,1,2,1,74,1,1,1,0,1,2,0,2,0.4126984126984127,0
16,80,2,1,0,55,2,0,0,0,1,2,1,1,0.2,0
12,88,1,1,0,65,1,1,0,0,1,2,0,2,0.13636363636363635,0
24,95,1,0,1,73,1,0,3,0,1,2,0,1,0.25263157894736843,0
12,72,1,1,0,67,0,1,4,1,1,0,0,2,0.16666666666666666,0
31,63,0,2,1,74,0,1,3,1,1,1,1,1,0.49206349206349204,0
8,97,1,2,1,87,1,1,0,1,1,2,0,2,0.08247422680412371,0
30,75,1,1,0,73,2,1,1,1,1,1,1,2,0.4,0
21,83,1,1,1,75,2,1,1,0,2,0,0,0,0.25301204819277107,0
19,92,1,1,1,85,1,1,1,1,2,0,0,2,0.20652173913043478,0
17,73,2,2,1,92,1,1,2,2,1,1,0,1,0.2328767123287671,0
22,89,2,1,0,76,1,1,2,0,1,0,0,2,0.24719101123595505,0
20,65,2,2,1,97,1,1,0,0,0,1,0,1,0.3076923076923077,0
27,72,1,0,0,68,1,0,0,1,2,1,1,2,0.375,0
21,66,1,1,1,63,1,1,0,2,1,0,0,2,0.3181818181818182,0
21,92,2,1,1,85,0,1,1,2,1,1,0,0,0.22826086956521738,0
18,69,0,1,0,59,0,0,1,0,1,2,0,2,0.2608695652173913,0
20,89,0,1,1,95,1,1,3,0,1,2,0,1,0.2247191011235955,0
22,98,1,0,1,69,1,1,4,2,1,2,0,2,0.22448979591836735,1
10,81,1,0,1,85,0,1,1,0,1,0,1,2,0.12345679012345678,0
12,82,0,1,0,79,2,1,0,0,1,2,1,1,0.14634146341463414,0
21,73,1,1,0,85,1,1,6,1,2,0,1,2,0.2876712328767123,0
19,79,1,2,1,90,1,1,1,2,1,1,1,0,0.24050632911392406,0
20,84,1,1,1,99,0,1,2,1,1,2,0,1,0.23809523809523808,0
22,99,1,1,1,71,2,1,0,1,2,0,1,2,0.2222222222222222,1
17,98,0,2,0,75,0,1,1,0,0,2,1,2,0.17346938775510204,0
15,94,0,1,0,94,0,1,1,2,1,2,0,1,0.1595744680851064,0
21,96,1,2,0,63,1,1,1,1,1,1,2,0,0.21875,0
14,79,2,1,1,59,1,1,5,1,2,2,2,0,0.17721518987341772,0
22,86,1,1,1,57,2,1,2,1,1,2,1,1,0.2558139534883721,0
10,96,1,1,0,99,1,1,1,1,1,1,1,2,0.10416666666666667,0
26,76,1,1,0,64,0,1,0,1,1,2,1,0,0.34210526315789475,0
23,98,1,1,0,88,2,1,1,0,1,1,2,1,0.23469387755102042,1
22,77,1,1,1,72,1,1,2,1,2,0,0,2,0.2857142857142857,0
26,84,0,2,0,62,1,0,3,2,2,2,0,2,0.30952380952380953,0
30,88,2,1,1,96,1,1,1,1,2,0,0,2,0.3409090909090909,1
26,98,1,0,1,73,2,1,1,2,0,0,2,1,0.2653061224489796,1
9,70,1,1,0,78,0,1,1,1,0,0,0,2,0.12857142857142856,0
